timestamp,node_id,distance,rssi,snr,sf,event,packet_success,vib_rms,gas_mean,peak_acc,predicted
2025-12-01T20:13:26.135787,3,123.80306556001024,-61.783745104796495,-8.258263383183044,10,1,0,2.266014474864177,859.9868540773739,5.391369299750457,1
2025-12-01T20:13:26.698585,1,190.4594745383356,-85.53132920016095,-14.3877605273742,7,0,0,1.2496276063517764,433.9811713990106,3.5761390493730905,0
2025-12-01T20:13:26.745269,2,184.55411200832305,-97.4338388361854,-19.43366193325484,8,0,0,1.2102968200428348,552.3891197928697,3.5204447434377535,0
2025-12-01T20:13:26.755265,3,60.1375180497203,-59.12358797509504,-7.581592618571721,9,0,1,1.4044775982040234,215.49169726053782,3.4551514370100995,0
2025-12-01T20:13:27.269583,1,157.62317423548544,-117.28589552953376,0.14930871641670862,10,1,0,1.8261287876941066,706.071903766998,3.9791992023309417,1
2025-12-01T20:13:27.322583,2,244.6584082173148,-104.61676886152435,1.9991854174014527,8,0,1,0.9564749679693121,548.9517364467408,2.7440632042944695,0
2025-12-01T20:13:27.338969,3,266.7470495613451,-78.9186073162576,-11.942813183888237,10,0,0,1.4678170315879746,541.8305121474723,3.003963933977493,0
2025-12-01T20:13:27.857907,1,94.71650044001095,-103.38265944375073,-10.345238381552646,7,0,0,0.5391346403101728,536.8262629777976,1.5405663280329118,0
2025-12-01T20:13:27.869346,2,145.61586498427087,-57.99165526239125,-6.774406051568773,8,0,0,0.19386382937005595,548.2749131244179,0.42332700779206367,0
2025-12-01T20:13:27.883186,3,7.541443341192092,-107.94940306240447,5.099957173259487,9,1,0,2.4939131059571875,648.5461957719558,5.843796926629063,1
2025-12-01T20:13:28.402740,1,254.4287011668811,-52.98446132014152,2.9093582126458095,10,1,1,2.878830982981986,776.5948953787233,6.601383168545264,1
2025-12-01T20:13:28.421201,2,168.24894334634206,-102.26514072852227,0.6832624329667887,9,0,0,0.9510903473966036,259.5080135702764,2.124093638927569,0
2025-12-01T20:13:28.441477,3,46.00461505879437,-63.522933114717404,4.976763666551715,10,1,1,1.344100367694481,754.7746841674688,2.1617253105593357,1
2025-12-01T20:13:28.961728,1,2.293273710333605,-99.15548208378259,1.0082535415436489,10,0,1,1.2060838422402222,633.8673946698212,3.063609514698757,0
2025-12-01T20:13:29.027588,2,184.02505657193052,-89.4445660607584,-19.666239083497008,7,1,1,1.9202486055465267,572.4440115051254,4.176646458755105,1
2025-12-01T20:13:29.056864,3,5.666201851247199,-95.97311153588103,5.715998970027197,9,1,1,1.6684637072175281,512.9719487050347,3.9950180301313134,1
2025-12-01T20:13:29.586903,1,259.65100949524214,-55.72740969949369,-14.783440240382674,8,1,1,2.0320446933183067,422.4378967837565,4.151164145249757,1
2025-12-01T20:13:29.607797,2,103.36263948654529,-69.47138365642576,-6.533046704469006,10,0,0,1.4885721871920612,614.2188682582187,3.061012061864423,0
2025-12-01T20:13:29.627322,3,155.5802461339291,-86.31394649037955,0.7513534839923821,8,1,0,1.770411132785242,682.7345437867027,3.0873026352042396,1
2025-12-01T20:13:30.141963,1,288.78569364992444,-90.6632978770323,-6.6029664914937864,9,1,0,1.7837806601930681,763.5614177257756,3.7749639114106706,1
2025-12-01T20:13:30.166344,2,112.69762758660151,-62.18536276124751,-6.839845248176944,9,1,1,2.5576308321020753,423.95808651586003,5.592547092058907,1
2025-12-01T20:13:30.190341,3,211.60250374196193,-103.31196908031384,-13.024278838835098,10,0,1,1.2550265074647984,581.7278019112363,2.9568181331195613,0
2025-12-01T20:13:30.711209,1,148.2568626660414,-71.72025271705368,-3.5218836616086726,7,1,0,1.747506215953616,298.5613823390625,3.7839902482520236,1
2025-12-01T20:13:30.723222,2,211.10441301022976,-78.05705116090556,-11.004487013339544,7,1,1,2.079092910158913,792.207134357058,4.729741074821464,1
2025-12-01T20:13:30.734226,3,91.04446766850316,-63.22141036292348,1.1563826402242583,8,1,0,2.0541189431633113,726.8026616743954,5.213030938179893,1
2025-12-01T20:13:31.254926,1,293.14978689316064,-106.02176479408303,4.509148678783632,8,0,1,0.3457995253307387,572.1598002286685,0.5825050071047448,0
2025-12-01T20:13:31.285104,2,123.16462220229668,-70.81105766881407,-1.4232279457835126,8,1,1,0.7895570991802707,768.0128826895484,1.4372044839902263,1
2025-12-01T20:13:31.306704,3,180.0676926333149,-108.13690126996381,9.297869779129663,9,1,0,2.0482708503262796,397.4282700319327,5.6967848392513085,1
2025-12-01T20:13:31.824044,1,120.90843573541004,-71.16009255188396,7.919921431667692,7,0,1,0.5446792293557302,709.2096493673985,1.3997918566931724,0
2025-12-01T20:13:31.835183,2,119.64594738462003,-61.29473390055116,-1.2278424446224854,8,0,0,0.8099140782390147,245.93819561044364,1.652652362802041,0
2025-12-01T20:13:31.845283,3,229.6948176679255,-75.65353335846662,-6.601764486229994,7,0,0,0.4751358442595915,584.9331377107089,0.7476400208452344,0
2025-12-01T20:13:32.362404,1,239.10765466807376,-109.82523580253206,-4.573165031020576,7,0,0,0.35731249356219646,456.70495155627407,1.0518064421769049,0
2025-12-01T20:13:32.380504,2,147.49363223036667,-99.98063173532641,4.976994850091735,10,0,0,0.5012673773747711,343.8518465820202,0.9898431618375891,0
2025-12-01T20:13:32.395455,3,130.09133174480536,-113.52299136635435,7.791086915998594,7,1,0,2.250899000692692,228.11498785103615,5.776112251519132,1
2025-12-01T20:13:32.916483,1,44.732366162696046,-73.83602482528771,-5.189046490669236,8,0,1,0.6854131260086654,575.8991688318299,1.8575349754297967,0
2025-12-01T20:13:32.937348,2,100.89547042611197,-72.40472787906384,0.5092874570283712,8,0,0,0.19839555091459452,370.50371356322967,0.5453209386693079,0
2025-12-01T20:13:32.956420,3,5.814972991870299,-75.14049756228918,7.353158857224962,10,1,1,2.4028091903533126,304.4262294711723,6.74713481195312,1
2025-12-01T20:13:33.477694,1,214.47802390314547,-55.704026630333416,8.817350016590073,7,1,1,1.3279518446460605,790.1211933313176,3.808867263812115,1
2025-12-01T20:13:33.526164,2,49.69497749090161,-107.97982715534422,-4.527548850093835,9,0,1,0.5690698470504066,725.3782458040965,1.241617106450547,0
2025-12-01T20:13:33.542168,3,92.54022428411574,-96.4425599317332,-10.229185758243965,8,1,1,1.7290930012303491,583.696654647138,3.055296315931353,1
2025-12-01T20:13:34.064558,1,224.2227359970137,-54.34448398284931,-9.528663143587504,10,1,1,2.820774382304374,604.8637532603484,5.9141000871146785,1
2025-12-01T20:13:34.084260,2,286.6787234582243,-102.42470169825297,-16.028243161085904,8,1,0,2.691368302925409,805.1981540946582,7.089764393868388,1
2025-12-01T20:13:34.102405,3,192.63119893738977,-51.16201772962461,2.5811087020864534,9,1,0,2.8650669144421768,236.67707516116377,8.17136120880866,1
2025-12-01T20:13:34.624881,1,96.22503817890987,-81.86575190577676,-12.550475836293442,7,1,0,2.438011958161653,665.2100529542674,5.21121754941133,1
2025-12-01T20:13:34.639885,2,95.44700700685898,-115.63610483912089,-12.836287137298134,10,1,0,2.8732592180591,733.5279810486388,6.669302596098026,1
2025-12-01T20:13:34.650884,3,248.95484799447593,-67.65456287518963,-14.777838936217881,9,1,1,1.821011897490327,328.6593077129255,4.630157229350989,1
2025-12-01T20:13:35.166206,1,59.830767843280256,-92.35031820431155,2.249251470829911,8,1,0,1.6468868541772161,289.0053589592703,2.498283770452211,1
2025-12-01T20:13:35.169227,2,193.91481683588748,-69.11245333449548,-1.785826516927596,8,1,1,1.6032167440310188,488.8605408044647,4.282245238985733,1
2025-12-01T20:13:35.172220,3,211.39709847177576,-50.2891915838141,-18.018670881412124,9,0,1,1.297243136971025,209.1008606159972,2.9544404820499857,0
2025-12-01T20:13:35.675783,1,49.25129942071173,-66.18490667380432,-6.89209521970011,10,1,1,2.802257405190949,306.655555661669,5.979671259491878,1
2025-12-01T20:13:35.678796,2,6.182903243665082,-117.97028056827679,-5.985587001992897,10,1,0,1.019127707787922,887.6652851604451,2.0356170244155622,1
2025-12-01T20:13:35.681797,3,229.44667176095447,-110.90395651203983,-1.832498486296334,8,1,0,1.3047538429841907,830.9862618654938,2.053928509778228,1
2025-12-01T20:13:36.186288,1,232.21854366074282,-59.59316488662673,4.044296203927335,8,1,1,1.6686435336826744,447.08103263936806,2.905111990951066,1
2025-12-01T20:13:36.189302,2,245.4635944608438,-115.24308154116281,-18.073877836461808,10,1,0,2.844339466937603,511.94986637043604,8.404650719140916,1
2025-12-01T20:13:36.192301,3,165.01946428871867,-56.436203928602595,-5.2680622979949,8,1,0,2.2613998715291395,469.19983043000997,5.472041885317204,1
2025-12-01T20:13:36.695775,1,63.881037394285734,-86.24134150871276,-6.764015490621624,10,1,1,2.3924689095411646,570.4198181009581,4.895757430739944,1
2025-12-01T20:13:36.700780,2,129.68914681528585,-117.85702728883842,-19.44325732429282,7,0,1,0.3532937701415672,604.7575375896856,0.7786814803067255,0
2025-12-01T20:13:36.705780,3,207.86268053281265,-119.94334857288705,-16.611339992545943,9,1,1,2.537467139653328,842.4670461580375,7.533600649454833,1
2025-12-01T20:13:37.216060,1,13.335299222686647,-115.9050483982731,-5.222327117306522,7,1,1,0.9301139437951841,800.0667482206243,2.098977073214501,1
2025-12-01T20:13:37.251140,2,69.83821351231475,-118.69319054605131,-11.97996186993359,7,1,1,1.076861674757996,843.9318263884309,2.8540908362227015,1
2025-12-01T20:13:37.261527,3,207.27355189704974,-107.13394206385064,6.245684199594546,9,1,1,1.6185499973812143,804.821363015337,4.0137731204085245,1
2025-12-01T20:13:37.806268,1,169.4442511727251,-100.6822324106203,-6.5519811796400145,9,0,0,0.18633646808979604,565.9312390062237,0.5092112167248416,0
2025-12-01T20:13:37.812277,2,197.19001411915397,-58.47624628794561,-4.025316598882002,9,1,1,2.578988933259741,232.31824907539456,4.774035994502713,1
2025-12-01T20:13:37.818276,3,234.9189471711238,-93.15665744002357,0.23426069913501024,10,1,1,1.6358639862444946,400.3778517174776,2.487177634457726,1
2025-12-01T20:13:38.325816,1,62.33346409124228,-82.79530375064715,2.255745196534601,9,0,1,1.486465884244846,313.7013270409668,3.855484037877569,0
2025-12-01T20:13:38.337330,2,24.26526219241867,-59.301259807282364,-15.574054647235208,7,1,1,2.122777548969744,794.5413738687522,5.88973626158092,1
2025-12-01T20:13:38.349346,3,135.06777956669887,-73.82533232625474,-13.22238234691293,9,1,1,2.806057229020085,876.767437792753,7.276429014976498,1
2025-12-01T20:13:38.864477,1,159.32579301079926,-89.78750180246956,3.7162384643575948,8,1,1,2.010887162894422,363.8669980630689,4.824520466917412,1
2025-12-01T20:13:38.876486,2,74.43215871853918,-70.92051818792388,-8.109103546619949,10,1,1,1.792615805620997,688.5654206921324,4.50304178198902,1
2025-12-01T20:13:38.893487,3,175.75931410787297,-110.68574400733294,-7.390764792680788,8,1,0,2.504457807535956,526.8391505189106,5.399417245473392,1
2025-12-01T20:13:39.410060,1,109.4054754945507,-63.77640679036057,-7.1993334833822225,10,1,1,2.4023472572905056,330.8954729989724,6.473365596591835,1
2025-12-01T20:13:39.422066,2,99.8140662613968,-65.21346790578664,-16.704163927448114,9,1,0,1.566269578407142,515.6105311821168,4.016957851875199,1
2025-12-01T20:13:39.434065,3,210.1959179332461,-106.6029063219323,-0.937699707570367,10,1,1,2.4517746728165597,648.1633574621792,7.083710277099773,1
2025-12-01T20:13:39.948024,1,231.8949926900504,-119.82374080685639,7.498492995884579,10,1,0,2.630914283824874,581.532234112058,4.73460540447991,1
2025-12-01T20:13:39.977676,2,186.94472282221153,-51.398006350204,-4.730025477095003,9,0,0,1.477456785544767,736.3814294033508,3.5619610216902204,0
2025-12-01T20:13:39.995592,3,129.81484036239982,-119.08986744799452,-5.215787980237362,8,1,1,2.1556678766220143,296.00544660882605,5.438443643267084,1
2025-12-01T20:13:40.560149,1,184.92277306538696,-109.11685948555113,1.9390100128755314,7,1,0,2.9301840877218424,704.0306133955758,6.204933560528952,1
2025-12-01T20:13:40.565456,2,95.24807248779956,-50.391845533072825,5.082354244471677,8,0,0,0.3329534383964771,370.85559326623775,0.8993946290545061,0
2025-12-01T20:13:40.570565,3,37.25793817563171,-76.96182139045098,3.951489287412006,9,0,1,0.3847431207657382,678.5061037380578,1.0117425248400767,0
2025-12-01T20:13:41.084011,1,85.0720273215813,-76.387969292458,-2.9544120455614333,7,1,0,2.844317439199282,516.8732296250026,7.633319420544595,1
2025-12-01T20:13:41.102011,2,46.339340897062236,-114.07976396897145,-2.385650950158709,8,1,0,2.079487609555972,369.48224391970575,4.696447802572262,1
2025-12-01T20:13:41.110011,3,49.17131280207483,-67.88602954322423,0.80084295633106,8,0,0,0.6621824956414069,404.30078241444994,1.815278020214787,0
2025-12-01T20:13:41.615667,1,79.51224664517136,-106.95794900654222,4.547643612354868,9,1,0,2.3419106420362112,628.9257061449172,3.9948024205425177,1
2025-12-01T20:13:41.622179,2,142.21970133773488,-95.1561078195909,4.10695531100664,7,0,1,0.7993819488020126,310.3515085451039,1.962819640605418,0
2025-12-01T20:13:41.626178,3,160.2083341140465,-63.30664565765667,9.681213435856758,9,1,0,1.5127595087322319,698.2814269991294,2.4517099543213114,1
2025-12-01T20:14:51.547227,1,249.79303177046546,-57.96167796650276,-11.729355707148395,8,1,0,1.6087652571564506,844.2137329105161,3.96375861398816,1
2025-12-01T20:14:51.551221,2,195.67304571399896,-53.064944966614405,-12.639559361930798,9,0,0,0.6199638599932389,328.448647083728,1.5471318298736505,0
2025-12-01T20:14:51.555213,3,3.6269391966096913,-108.89432047186638,-17.137234874389137,10,0,0,1.1055373679862877,370.146879419979,2.256240054008256,0
2025-12-01T20:14:52.089546,1,251.29799377411885,-53.27741277917825,-14.375009148376819,9,1,0,1.6503175674821127,678.0909993757654,2.9532132261437454,1
2025-12-01T20:14:52.172093,2,201.93291781593044,-117.7183209664864,-14.069790117699874,7,0,1,1.0041250139307072,379.29922991395915,1.5640971773346095,0
2025-12-01T20:14:52.237644,3,5.248703380804772,-98.21652080772873,0.26454064414981815,7,1,0,1.8050100651040781,878.3654115534441,4.403286745485949,1
2025-12-01T20:14:52.874588,1,10.358387872236365,-104.63833233669887,9.688481230977963,8,1,0,2.6892617379237302,402.62550535553726,4.08656058371873,1
2025-12-01T20:14:53.086466,2,255.02557172117102,-87.04191694478249,-15.02826465691215,10,0,0,1.0283132946059133,699.35569145832,2.002073681743031,0
2025-12-01T20:14:53.145580,3,294.0980470734816,-85.54454959131391,-0.9380936378287892,8,1,1,0.09612097442650436,884.9871344355477,0.26961447031690844,1
2025-12-01T20:14:53.733277,1,28.367421390242733,-73.16815249445764,-5.5227594304870085,9,0,0,0.5460213588160034,296.0631868279254,1.1270366556873894,0
2025-12-01T20:14:53.774918,2,69.40573622815972,-68.02402235975205,-15.040286938314456,9,1,0,2.8133184327826912,554.9419300184309,5.792150745271479,1
2025-12-01T20:14:53.822436,3,96.7401584853827,-66.331394518728,7.223637540724162,8,1,1,2.618363580310733,877.1020821389442,4.146402057666363,1
2025-12-01T20:14:54.371117,1,233.3441782979859,-107.45300717213311,9.911459228449488,9,1,0,2.4866414941347714,731.0672134455768,4.313733451561895,1
2025-12-01T20:14:54.400642,2,103.21122866341483,-83.34889708897953,-3.1105720339719873,9,1,1,2.2098226930739853,376.7442313579105,4.041580883938834,1
2025-12-01T20:14:54.423165,3,291.3163334919618,-58.282717190604735,-7.499412274628645,7,1,0,2.478502342364367,268.76017220779875,5.783314358274569,1
2025-12-01T20:14:54.964175,1,72.60166574345091,-71.78146143263248,-11.307778521987732,10,1,0,1.4916902605923248,866.3570803437638,4.048897369580363,1
2025-12-01T20:14:55.034773,2,28.078496177463947,-105.54702584369937,2.688895165419371,10,1,1,0.49464054536016827,811.0382366092019,1.1831928140904866,1
2025-12-01T20:14:55.114592,3,108.21626285312009,-115.9209333177231,-15.45559481684083,7,1,0,1.673605759021827,350.67009654008757,3.2827599573795094,1
2025-12-01T20:14:55.681680,1,274.1407312981075,-74.2616448896107,-18.372570008227886,10,0,0,0.7124783272825306,493.2118108542592,1.1019827365714234,0
2025-12-01T20:14:55.691710,2,253.08998079589517,-107.73852187000497,-14.095157175036714,7,1,0,1.7921379031762574,612.353200153269,5.15661337129674,1
2025-12-01T20:14:55.703711,3,108.05686238999296,-118.47787175782551,9.951237267699977,8,1,0,0.5320951365006725,856.2243693269919,1.577212197857422,1
2025-12-01T20:14:56.216140,1,207.46712774928136,-100.83499623484568,5.166839450739147,7,0,1,1.0226656231176994,731.4892502345344,2.145988624392649,0
2025-12-01T20:14:56.230143,2,61.58476775998411,-60.734591518195714,-1.101522044161701,9,1,1,2.1274331376697613,626.0679133507596,3.79273776633053,1
2025-12-01T20:14:56.247189,3,221.12879314291112,-77.82674654833443,6.177049959308636,8,0,1,0.22988325774828816,243.86444459851435,0.5136643602692732,0
2025-12-01T20:14:56.762099,1,193.24269902155297,-98.42561199339002,-18.946350403965138,7,1,1,1.534805751716872,518.6865578230946,4.188922336414489,1
2025-12-01T20:14:56.773109,2,244.80768362105252,-92.50440927789273,6.438525165380909,10,1,0,2.5002889138742432,767.1346467211091,4.610915073027229,1
2025-12-01T20:14:56.785123,3,163.0770103719678,-79.72580665159032,-8.08409980760231,7,0,0,1.2928227019341094,690.3982548006452,2.4020709567061567,0
2025-12-01T20:14:57.299101,1,28.220436594895393,-71.20465442503308,-18.401620548453845,7,1,1,1.6667614967880602,501.68206972342784,3.783952694962409,1
2025-12-01T20:14:57.309150,2,270.74873420064665,-100.6101644222071,4.272982491756693,8,1,1,1.9868091798521355,724.9484225209762,5.672485697611168,1
2025-12-01T20:14:57.317688,3,229.7620693275555,-77.86570314097871,9.766727576751837,10,1,1,2.2751634746106886,574.4031489916985,4.052654881632763,1
2025-12-01T20:14:57.827611,1,189.94452120087428,-55.73079097247191,-15.5786733873063,9,1,0,2.6763780531850254,307.65646517977376,7.531359948081075,1
2025-12-01T20:14:57.837160,2,75.38894522120702,-98.13381038756772,-2.3023647887348204,10,1,1,2.156202213990741,805.4944910688243,3.6497793167943375,1
2025-12-01T20:14:57.847230,3,132.0847195490766,-107.2966422376593,-5.356040236830141,9,0,0,1.266683871434007,699.0822095504582,3.2411479513372883,0
2025-12-01T20:14:58.363484,1,54.722770242261774,-94.16288628098187,-5.531644971329749,10,1,0,1.637777203355359,597.6039077183132,4.631303255766865,1
2025-12-01T20:14:58.388485,2,232.5501253356008,-88.43134845769636,1.5570256703648653,8,1,1,1.8736402912054613,218.14668264584225,4.754080509461965,1
2025-12-01T20:14:58.398502,3,124.42067320598687,-113.1437403774249,-15.68832531059179,7,1,1,1.1665809832884921,892.1323470819572,3.0227756051296715,1
2025-12-01T20:14:58.910441,1,176.62884742881533,-103.79321924802895,-12.846126422690542,8,1,1,2.2834379053710543,385.35603778064444,3.868288987985023,1
2025-12-01T20:14:58.919445,2,284.3062432597093,-119.778110101409,-16.349747494151536,10,0,1,0.9822985010751784,271.238290329547,1.597889019919176,0
2025-12-01T20:14:58.928469,3,268.4475017617959,-88.15951598313288,-3.868794615334185,9,1,1,0.33585138344045895,853.7345254404714,0.9414873160497756,1
2025-12-01T20:14:59.443044,1,169.14287657733453,-104.62714447914998,-2.578460868164168,9,0,1,1.335630200214237,686.606599953909,2.1210046637417186,0
2025-12-01T20:14:59.462867,2,231.97695607493168,-108.38799773760513,-4.341770106457396,10,0,0,0.8098082253454632,748.443744280124,2.20544343512983,0
2025-12-01T20:14:59.473921,3,96.38596004050723,-80.09654825901828,8.799802704893366,7,1,0,2.521403639226863,323.97376287062576,4.799313763933848,1
2025-12-01T20:14:59.984823,1,233.12047393228784,-104.79265896168339,3.9592244887287436,8,1,1,2.4063108961535447,637.8114896860841,3.9703619780639587,1
2025-12-01T20:14:59.993932,2,1.559807119190582,-89.25250761973206,8.804563248854684,10,1,1,2.722944768872398,215.99368046820075,7.382241952716245,1
2025-12-01T20:15:00.003829,3,20.752983426386717,-116.00333671070858,7.280929414782527,7,1,1,2.368845159305505,881.3605643296394,6.3901291315012845,1
2025-12-01T20:15:00.515087,1,120.73897381735163,-58.69630553959789,-6.514322808678548,10,0,0,1.0969520546651004,723.2230015418605,3.064887497678715,0
2025-12-01T20:15:00.527194,2,20.765492874666762,-62.20445162548596,-6.1711358002681145,7,1,1,2.7855097418490438,485.1981865761471,6.52782732610947,1
2025-12-01T20:15:00.540199,3,27.21235797512148,-65.37730456013837,5.748946048925511,9,0,1,0.14194583888338633,256.6750519163086,0.32476698361632883,0
2025-12-01T20:15:01.054724,1,45.40186257300082,-54.929696878497396,-16.046341104739856,10,1,1,1.8023673925239505,893.6746485349942,5.0363288897083125,1
2025-12-01T20:15:01.062440,2,199.56582075780398,-60.89185960716447,-14.503931237312255,8,1,1,2.1671697672721213,405.4897187568205,5.905475496495852,1
2025-12-01T20:15:01.069174,3,134.8752875364031,-70.47597027244062,6.917202636661351,9,0,1,0.9457512066535342,548.392824094804,2.5403397738729616,0
2025-12-01T20:15:01.579009,1,2.792457498703555,-57.16017677722645,-16.83763260625208,7,1,0,2.629282220140876,402.4042255741052,6.757370450503903,1
2025-12-01T20:15:01.586036,2,142.63388616653356,-100.36392367969171,-9.904027795089887,9,0,0,1.1744001866998282,302.34811200859315,3.196600241202027,0
2025-12-01T20:15:01.593039,3,227.68898127718037,-101.58905010099745,-4.495073297786384,8,1,0,1.6483816261606412,648.8010566593468,2.8454419920316005,1
2025-12-01T20:15:02.101287,1,266.7884290898722,-111.04919549849134,-14.191514493327105,10,1,0,0.24078741246075158,809.4590138269031,0.38566065594950355,1
2025-12-01T20:15:02.110813,2,134.63437232001,-110.94454185965753,-15.187012506111,10,1,0,0.22911503908549757,799.758223812995,0.529454488367037,1
2025-12-01T20:15:02.118813,3,95.1918864948041,-88.47972528119585,5.779634239185885,10,1,0,1.641875286090371,783.1239076085058,3.858377928075347,1
2025-12-01T20:15:02.629698,1,48.979265697695816,-60.99600025836593,-11.02726714920955,10,1,1,2.991222086919413,532.640937036764,8.570626969789991,1
2025-12-01T20:15:02.632712,2,260.9837103834608,-107.33817040334635,2.788010314565444,9,1,1,1.8467860410526,695.7527250580808,3.0403373858379186,1
2025-12-01T20:15:02.638828,3,49.05722991487377,-72.64418560867526,-12.235520966625689,7,0,1,0.9569013290322211,514.403095819709,1.9745446563403724,0
2025-12-01T20:15:03.146382,1,75.65490643784018,-57.769198667086606,-10.162370054147079,7,0,0,0.7424576677338413,702.2079206107909,1.279702614527673,0
2025-12-01T20:15:03.149400,2,145.77804179936984,-97.00065799406286,-10.682591102497899,7,0,0,0.5116814424841394,517.540982653943,0.9270328329662111,0
2025-12-01T20:15:03.155618,3,210.75380368263384,-109.19956107102419,-17.017083245609214,8,1,0,0.17355251959362544,848.1742053248008,0.2607724532556273,1
2025-12-01T20:15:03.664551,1,105.05712570269908,-65.39865186240158,-3.9407976072142716,10,0,0,0.9192954634384298,358.14575483141874,2.1515278375058897,0
2025-12-01T20:15:03.667559,2,165.33359110902796,-69.91886749267627,-16.749633156427343,7,1,0,2.9599613471265243,246.64523392758133,7.77227589433412,1
2025-12-01T20:15:03.671070,3,211.11786798812565,-63.004332899908405,0.027613709697664746,7,1,1,2.056523280221113,662.4167312268635,5.8287618288333904,1
2025-12-01T20:15:04.174585,1,38.72606116963409,-95.60563633885768,5.818264250492756,7,1,1,2.647176181495735,712.6684366093854,7.833445710260079,1
2025-12-01T20:15:04.177589,2,121.2668501812357,-114.0657582018855,-7.8922221943522555,8,0,0,0.36472246396572133,268.3566230098402,0.7011367486305637,0
2025-12-01T20:15:04.180589,3,65.91813180162205,-82.06434875507983,-10.025771385682729,7,1,0,2.3363673693482756,711.9932296679677,6.719449065112272,1
2025-12-01T20:15:04.689829,1,45.59151939283166,-110.57222267981852,-18.80506561233433,10,1,0,2.4652937698221487,494.60348467366737,7.001301564456901,1
